ID,Name,Age,Gender,City,Country,CreditCard,FullAddress,UserSignUpDate,UserLastPurchaseDate,UserStatus,UserTotalPurchases,UserSegment,UserLocation,UserSourceType,UserLastLoginDate,UserPurchaseFrequency,Product Name,Category,Subcategory,Price,Date_Purchase,Quantity,Rating,Comment
87,Sierra Williams,150,M,North Danieltown,Algeria,2232826726566155,"13348 Jones Summit Suite 332, East Tylertown, PR 19935",2023-02-15,2023-02-16,Churned,15,High Value,Adamsmouth,Organic Search,2023-05-23,Yearly,ComfortChair,Furniture,Chair,518,2022-11-04,-4,5,Seat relate pattern degree agreement.
88,Teresa Hall,3,F,West Gabrielleview,Puerto Rico,5518341092401381,"56954 Riley Parks, Stewartmouth, MO 32886",2023-07-16,2023-08-15,Active,7,Frequent Shopper,Scottstad,Referral,2023-08-21,Monthly,ShirtFits,Clothing,Shirt,200,2022-11-29,0,5,Even morning production necessary bag fine gas these.
89,Jason Davis,150,F,Lake Jeremy,Barbados,2244769142396920,"734 Dominguez Square Apt. 518, South Ashlee, NJ 44822",2023-05-12,2023-05-14,Churned,13,High Value,North Christineton,Organic Search,2023-07-11,Yearly,ProShirt,Clothing,Shirt,-100,2021-02-08,10,-1,Fire work sea necessary.
90,Cynthia Russell,98,M,South Shannonmouth,Libyan Arab Jamahiriya,2720241331654371,"2874 Charles Oval Apt. 859, New Kara, CA 88290",2023-06-24,2023-08-09,Active,11,High Value,North Martha,Paid Ads,2023-08-14,Monthly,TastyBeverages,Grocery,Beverages,295,2021-09-24,-5,0,Imagine agent change this whatever join.
91,Holly Jacobs,-5,F,Port Corybury,Barbados,2227435058313439,"03793 Richard Cliff Apt. 970, Heatherland, OK 37542",2021-10-28,2022-01-19,Churned,6,Frequent Shopper,Welchhaven,Organic Search,2023-04-30,Rarely,TableDeluxe,Furniture,Table,743,2020-11-27,6,2,Away information follow room.
92,Ryan Scott,150,M,New Zachary,Australia,2666427520228483,"08512 Fry Unions Suite 462, South Hannah, CT 54891",2023-07-30,2023-08-22,Active,2,Occasional Shopper,Hartmanchester,Organic Search,2023-08-23,Monthly,TastyVegetables,Grocery,Vegetables,-32,2023-08-01,8,6,Save recent skill another total rich.
93,Lindsey Brown,17,M,Sanchezfort,Bahrain,5392242279691631,"USNS Munoz, FPO AP 40576",2023-02-17,2023-07-09,Active,2,Occasional Shopper,South Shawnstad,Referral,2023-07-19,Yearly,ProJacket,Clothing,Jacket,534,2023-05-28,-5,3,Vote into policy Republican character.
94,Brian Sanchez,150,F,Ayalaview,Saint Lucia,2275468314938484,"885 John Avenue Apt. 551, Jamestown, AK 84199",2022-11-07,2023-08-19,Active,4,Occasional Shopper,Maryfort,Referral,2023-08-24,Monthly,MegaSpeaker,Electronics,Speaker,-6,2021-05-10,-3,1,Even arrive meeting wish though high.
95,Carol Duncan,150,F,New Jamesshire,Malawi,5386428189210434,"Unit 7627 Box 9740, DPO AP 60686",2022-07-30,2023-04-14,Churned,11,High Value,Pattersonburgh,Referral,2023-05-14,Yearly,SpeakerMaster,Electronics,Speaker,324,2020-09-03,-4,1,Stuff writer model feel quality watch hit.
96,Madison Mooney,37,F,West Kevinmouth,Croatia,2709286589909253,"173 Dorothy Village, Dannymouth, OR 02533",2022-10-14,2022-12-30,Churned,7,Frequent Shopper,Lewisberg,Paid Ads,2023-06-22,Yearly,SpeakerPro,Electronics,Speaker,-90,2022-03-02,-2,0,Up window thing nation eye thousand.
97,Gavin Collins,60,F,North Toddberg,Niger,2478576177997267,"935 Sarah Neck Suite 585, New Justinton, NJ 45416",2023-04-29,2023-08-08,Active,4,Occasional Shopper,Harristown,Paid Ads,2023-08-13,Monthly,FreshBeverages,Grocery,Beverages,718,2021-12-07,5,-1,Skill rest question commercial game run.
98,Phillip Huffman,-3,M,East Bethany,Reunion,2280066892847003,"5089 Samantha Way, Lisaland, WA 95584",2023-07-29,2023-08-16,Active,12,High Value,Greenmouth,Paid Ads,2023-08-23,Monthly,JacketFits,Clothing,Jacket,667,2020-11-08,2,1,Score remember control today.
99,Thomas Mueller,150,F,Annborough,Sudan,2260014971242336,"2050 Ramirez Mission, North Robert, MO 53868",2023-05-09,2023-05-30,Active,11,High Value,North Thomasside,Organic Search,2023-06-28,Yearly,ComfortTable,Furniture,Table,-74,2021-07-12,4,2,Cause process admit month agree operation.
100,John Reed,150,F,Robertport,Guinea-Bissau,5558311812019095,"105 Lloyd Run, North Debbie, WV 36766",2023-05-22,2023-06-25,Active,10,Frequent Shopper,North Pamelachester,Referral,2023-07-08,Yearly,,Electronics,Phone,772,2023-03-21,-5,4,Nearly culture bring still only care.
101,Megan Jones,0,F,Jenkinshaven,Saint Helena,2255071335354808,"46169 Brown Valley Apt. 972, East Marthaburgh, NC 33167",2023-03-31,2023-05-07,Churned,2,Occasional Shopper,Robertton,Organic Search,2023-08-05,Yearly,The Art of Fiction,Books,Fiction,952,2020-10-01,-3,3,Culture himself television between from.
102,Martin Grant,0,M,Jessicaburgh,Christmas Island,2720990523396346,"9574 Brett Curve, East Jessicachester, MD 68449",2023-08-13,2023-08-20,Active,11,High Value,Heatherport,Referral,2023-08-23,Monthly,ChairPlus,Furniture,Chair,-66,2021-03-09,-2,6,Without watch wife reason.
103,Brendan Wall,150,M,Porterbury,Antarctica (the territory South of 60 deg S),2275236250226200,"62296 Anna Radial Apt. 508, New Joseph, VI 38902",2021-09-30,2022-06-05,Churned,4,Occasional Shopper,Bennettfort,Paid Ads,2022-10-11,Rarely,EducationalGuide,Books,Educational,939,2022-12-07,-5,6,Available crime throughout.
104,Marie Ray,90,F,Benjaminmouth,Myanmar,5447850907412108,"USNS Mcneil, FPO AP 42838",2022-08-18,2023-06-02,Active,5,Occasional Shopper,Lewisstad,Referral,2023-06-30,Yearly,Non-fictionGuide,Books,Non-fiction,-57,2021-09-25,-5,4,Determine quite top position end experience home.
105,Elizabeth Hayes,-5,F,East Robynton,Wallis and Futuna,2428818106577740,"35557 Corey Circle, Ramirezfort, VI 21580",2022-07-11,2022-12-29,Churned,14,High Value,Kimton,Referral,2023-04-04,Yearly,The Art of Fiction,Books,Fiction,888,2021-03-11,-3,4,Develop property fire.
106,Casey Stevenson,0,F,West Olivia,Aruba,2253965144922634,"600 Marie Cape, Ashleyville, HI 39513",2022-11-02,2023-08-23,Active,12,High Value,Port Erichaven,Paid Ads,2023-08-25,Monthly,FreshBeverages,Grocery,Beverages,662,2020-10-17,0,-1,In glass measure throw what summer.
107,Megan Brady,82,F,Lake Samuel,Marshall Islands,5571382747120749,"46880 Juarez Plaza Apt. 579, North Michaelborough, IL 02657",2022-07-13,2022-11-04,Churned,12,High Value,East Kevinmouth,Referral,2023-04-05,Yearly,LaptopMaster,Electronics,Laptop,-38,2021-12-23,0,-1,Various include sort nice already.
108,Heather Brown,150,F,Lake Angelicafurt,Denmark,2720256792760434,"7260 Eugene Valleys, Greeneborough, CO 21834",2022-06-13,2022-10-29,Churned,15,High Value,Burgessmouth,Organic Search,2023-07-05,Yearly,EducationalTales,Books,Educational,972,2023-03-31,6,4,Option hit very.
109,Cynthia Lee,150,F,Millerberg,Niue,2689465949993819,"00954 Mario Land Suite 263, Jessicaborough, AL 83179",2022-09-25,2023-03-14,Churned,6,Frequent Shopper,Georgebury,Organic Search,2023-08-20,Yearly,TablePlus,Furniture,Table,263,2021-08-12,-1,2,Respond officer old property while sometimes fly.
110,Christine Morgan,17,F,Bobshire,Gabon,2628803604953120,"70506 Weber Falls Suite 932, West Susan, NY 45722",2022-10-14,2023-05-25,Churned,9,Frequent Shopper,Robertstad,Paid Ads,2023-07-13,Yearly,UltraLaptop,Electronics,Laptop,160,2020-11-20,-2,5,Course sometimes now difference draw it commercial.
111,Lauren Lambert,52,M,Valeriefort,Congo,5380524203464514,"07037 Darrell Court Apt. 372, East Brucehaven, DC 21516",2022-07-30,2022-12-04,Churned,12,High Value,West Joseph,Referral,2023-05-05,Yearly,The Art of Fiction,Books,Fiction,-82,2021-02-19,-5,3,Little effect collection focus describe leave lay but.
112,Sean Anderson,150,M,Meltonfurt,Canada,2297645020158028,"81564 Patrick Extensions, Bondberg, MD 05879",2022-07-09,2023-01-13,Churned,2,Occasional Shopper,Port Susan,Organic Search,2023-04-06,Yearly,ChairPlus,Furniture,Chair,542,2022-06-03,-1,2,Off lay special two effect.
113,Alicia Jackson,150,M,West Danielshire,Madagascar,5431779620444296,"633 Powell Parkways, Sarahmouth, CO 22742",2022-12-25,2023-02-24,Churned,1,Occasional Shopper,Elijahside,Referral,2023-08-25,Yearly,ProShirt,Clothing,Shirt,-70,2020-10-01,-1,4,Moment agree young day home.
114,Pamela Hardin,150,M,Bryantfurt,Gambia,2227256457172600,"843 Douglas Lights Apt. 017, Maldonadostad, AK 38271",2023-08-25,2023-08-25,Active,7,Frequent Shopper,Sandraville,Paid Ads,2023-08-25,Monthly,PantsFits,Clothing,Pants,-42,2022-05-27,8,5,Range focus company participant view country.
115,Patrick Reeves,-5,F,West Rebecca,United States Minor Outlying Islands,5191423607614437,"3789 Hayes Club, East Larry, UT 87227",2022-11-04,2023-08-21,Active,1,Occasional Shopper,Noahview,Referral,2023-08-23,Monthly,TastySnacks,Grocery,Snacks,-35,2022-01-03,4,3,Return laugh film land people treat.
116,Patrick Harrison,150,F,New Jeffreyfort,Libyan Arab Jamahiriya,2251351241143519,"785 Charles Land Apt. 093, Melendezstad, WA 91569",2023-05-28,2023-05-30,Active,11,High Value,West Mandy,Referral,2023-08-21,Yearly,Non-fictionGuide,Books,Non-fiction,-73,2021-07-08,-5,4,Job scene finally not it.
117,Melissa Cook,19,F,Lake Julia,Malaysia,2240565906800683,"546 Meagan Drives Apt. 241, East Robert, WA 61464",2022-09-24,2022-11-24,Churned,13,High Value,Aprilfurt,Referral,2023-02-13,Yearly,SofaPlus,Furniture,Sofa,896,2023-08-12,4,0,Half manage heavy region official.
118,Heather Hodge,-1,F,North Natalie,Guadeloupe,2450733341993597,"2561 Thompson Street Suite 703, Jonesshire, MA 90426",2022-06-26,2022-07-15,Churned,6,Frequent Shopper,New Thomasmouth,Paid Ads,2022-10-25,Rarely,SofaPlus,Furniture,Sofa,850,2023-02-20,-4,6,After last call environment even TV.
119,Michael West,76,M,Kelseyside,Aruba,2289996732915779,"2932 James Roads, East Paul, GA 20008",2022-11-06,2023-08-20,Active,15,High Value,Michelleburgh,Referral,2023-08-23,Monthly,JacketWear,Clothing,Jacket,431,2021-03-21,2,3,Quite matter back old white.
120,Mitchell Johnson,82,M,West Jorge,Mismatched Country,5137021785562704,"5313 Hunt Forks, Alexandraborough, MD 04594",2023-02-20,2023-08-20,Active,3,Occasional Shopper,Brianshire,Paid Ads,2023-08-21,Monthly,,Grocery,Vegetables,940,2021-04-03,2,2,End inside line.
121,Mrs. Elizabeth Davis,94,F,East Toddtown,South Africa,2261084436805216,"PSC 9757, Box 6911, APO AE 88098",2023-04-03,2023-06-16,Active,10,Frequent Shopper,Thomasburgh,Referral,2023-08-22,Yearly,SpeakerMaster,Electronics,Speaker,-22,2021-10-13,-5,-1,Final tell else us room hit nature.
122,Bobby Howe,150,F,Port Anthony,Niue,2660929722382972,"42898 Carrie Lodge, Pamelaborough, OR 41256",2021-09-01,2022-08-03,Churned,10,Frequent Shopper,South Robert,Paid Ads,2023-04-28,Rarely,Non-fictionGuide,Books,Non-fiction,-52,2023-01-17,0,0,Security laugh shake word federal everyone painting far.
123,Mrs. Emily Campbell,150,F,Annaland,Portugal,5548939915555954,"PSC 4597, Box 3246, APO AP 56782",2021-09-03,2022-07-11,Churned,3,Occasional Shopper,Lake Kristinamouth,Referral,2023-01-04,Rarely,LaptopPro,Electronics,Laptop,643,2022-12-02,10,0,Treat according painting college blue child.
124,Christy Mason,-3,M,North Jennifer,Spain,5160080480085841,"8427 Joseph Views Apt. 106, East Jamesborough, OK 77094",2023-01-06,2023-08-08,Active,3,Occasional Shopper,Collinston,Organic Search,2023-08-09,Monthly,FreshVegetables,Grocery,Vegetables,-15,2021-06-13,0,4,End dinner industry perhaps.
125,Alisha Harrison,51,F,Hannahberg,Montenegro,2243662306753682,"75615 Patrick Camp Suite 717, North Stephaniemouth, GU 02091",2023-03-04,2023-08-13,Active,2,Occasional Shopper,Dennisshire,Referral,2023-08-16,Monthly,ShirtWear,Clothing,Shirt,519,2023-05-24,7,4,Between organization month building responsibility newspaper serve.
126,Vanessa Huber,150,M,Ewingbury,Serbia,2445201335108109,"9646 Joseph Roads Apt. 543, New Teresa, PR 10971",2023-06-27,2023-08-22,Active,11,High Value,Garciamouth,Referral,2023-08-25,Monthly,FreshSnacks,Grocery,Snacks,125,2020-12-20,-1,5,Various style hundred happen travel election.
127,Mr. Kenneth Salazar,-3,F,North Lindsey,Ukraine,2267598459294234,"1204 Alexander Crest, Lake Michaelfurt, GA 37158",2023-01-01,2023-07-25,Active,3,Occasional Shopper,East Marissaland,Organic Search,2023-08-19,Yearly,The Art of Educational,Books,Educational,606,2022-09-20,-1,1,Few whose evening then stay loss.
128,Antonio Evans,150,M,Chaseborough,Brunei Darussalam,2224652128115791,"3140 Nathan Circle Apt. 160, Lake Rebecca, MA 46135",2023-01-01,2023-07-18,Active,8,Frequent Shopper,Carterbury,Paid Ads,2023-08-21,Yearly,SofaDeluxe,Furniture,Sofa,259,2023-03-16,-2,1,Sound again hold figure thus ago within seat.
129,Julie Smith,12,M,Monicatown,Mauritania,2480451240895730,"52182 Pearson Stravenue Suite 114, East Rachel, DC 84246",2023-04-01,2023-04-12,Churned,12,High Value,Justinton,Referral,2023-04-12,Yearly,The Art of Fiction,Books,Fiction,-22,2023-07-25,-5,5,Speak feeling out sign method should.
130,Monique Perez,10,F,North Jasonland,Liberia,2411377077111319,"404 Sarah Flats, South Josephhaven, FM 06126",2023-06-19,2023-08-20,Active,2,Occasional Shopper,Robbinschester,Paid Ads,2023-08-25,Monthly,FictionTales,Books,Fiction,502,2022-03-02,8,-1,Three more human for industry president student.
131,Alexis Ramirez,150,M,Ramosberg,Malaysia,2395487900952753,"27623 Graham Shores, Ingramview, RI 60306",2022-04-07,2022-12-25,Churned,4,Occasional Shopper,Carpentershire,Referral,2022-12-29,Yearly,The Art of Non-fiction,Books,Non-fiction,647,2021-07-22,4,1,All behavior why.
132,Jacob Eaton,5,F,Davidmouth,Ethiopia,2247861652964226,"7095 Caleb Mountains, Virginiaburgh, FL 11239",2022-07-11,2022-11-18,Churned,10,Frequent Shopper,Kennethshire,Organic Search,2023-06-02,Yearly,BeveragesBurst,Grocery,Beverages,775,2021-02-19,0,3,Others live take six.
133,Mark Ellis,150,M,New James,Tuvalu,2226158099978082,"81588 Copeland Curve Suite 106, Cynthialand, NM 38911",2023-02-01,2023-08-14,Active,13,High Value,Lake Jennifer,Organic Search,2023-08-19,Monthly,FictionTales,Books,Fiction,229,2023-03-11,1,6,Speech play some site.
134,Lindsey Lowe,-5,M,Lisaside,Albania,2709132899312632,"PSC 6789, Box 8808, APO AA 67793",2022-04-07,2023-06-04,Active,4,Occasional Shopper,Lake Chadborough,Referral,2023-06-05,Yearly,ChairPlus,Furniture,Chair,-27,2023-07-24,9,4,Determine best difficult.
135,Timothy Baker,150,F,Lake Matthewburgh,Bulgaria,2709632907633994,"478 Richardson Oval, Tarachester, PA 48332",2021-11-24,2022-04-28,Churned,9,Frequent Shopper,Perezmouth,Organic Search,2022-07-20,Rarely,JacketWear,Clothing,Jacket,-5,2022-02-15,8,0,Last relate side thousand technology member.
136,Amanda Robinson,36,M,Port Andrewmouth,Ecuador,2226556260162131,"036 Miranda Ridges Apt. 956, New Gabrielle, OK 39137",2022-04-30,2022-08-08,Churned,12,High Value,Christopherborough,Referral,2023-08-18,Rarely,ProPants,Clothing,Pants,-76,2021-11-20,3,0,Ground dream American question.
137,April Mcdaniel,150,M,Walkerfurt,Panama,5251603000291167,"84307 Ian Wells Suite 989, North Saramouth, TX 44701",2022-05-13,2023-04-12,Churned,6,Frequent Shopper,Schmidttown,Referral,2023-07-20,Yearly,ComfortTable,Furniture,Table,431,2023-03-10,7,2,Not then before west side give argue.
138,Judy Hill,54,M,Greenland,Mongolia,2425539722713708,"946 Small Estate, Parkerview, SC 99024",2021-12-14,2022-08-10,Churned,7,Frequent Shopper,South James,Organic Search,2023-01-09,Rarely,EducationalGuide,Books,Educational,-92,2022-11-07,1,0,Red report development herself bar right.
139,Christian Morgan,48,F,New Karen,Oman,5186600877356537,"5589 Lisa Fords Apt. 792, Petersside, NV 11942",2023-01-17,2023-07-01,Active,10,Frequent Shopper,New Scott,Referral,2023-07-29,Yearly,MegaPhone,Electronics,Phone,-2,2023-01-03,6,0,Establish wait ready then.
140,Amy Mckenzie,150,F,Port Autumnburgh,Georgia,2226038509830901,"355 Hayes Square Suite 846, South Josephside, NY 45006",2022-05-30,2022-12-30,Churned,12,High Value,Port Patricia,Organic Search,2023-05-12,Yearly,,Electronics,Phone,-64,2022-05-08,0,3,Need stop watch teach season particular consumer difficult.
141,Jorge Stephens,150,F,Lorraineview,Nigeria,2242306297484961,"446 Matthew Orchard, Bradland, MD 50786",2022-05-26,2022-07-09,Churned,1,Occasional Shopper,East Charlesbury,Paid Ads,2023-04-02,Rarely,FreshSnacks,Grocery,Snacks,-28,2023-01-02,5,4,Nearly oil thousand body.
142,Patrick Cline,25,M,Bonnieland,Saint Helena,2273166692054385,"19995 Woodard Forks, Spencerville, MP 42308",2021-11-23,2022-03-19,Churned,4,Occasional Shopper,New Sean,Referral,2023-04-28,Rarely,SpeakerMaster,Electronics,Speaker,-7,2020-09-30,-1,4,About participant difference.
143,Michael Coleman,5,M,Reyestown,Cocos (Keeling) Islands,2712733051740554,"366 Jasmine Spring Suite 973, Port Cassandra, PA 87443",2023-06-14,2023-08-22,Active,1,Occasional Shopper,Cookborough,Organic Search,2023-08-22,Monthly,LaptopPro,Electronics,Laptop,534,2022-04-05,9,3,Environment personal least authority.
144,Dylan Gibbs,150,M,West Elaine,Poland,2485780734963835,"87676 Deborah Estate, Austinside, VT 58591",2022-10-11,2022-12-05,Churned,7,Frequent Shopper,Francisborough,Organic Search,2023-08-23,Yearly,The Art of Educational,Books,Educational,873,2022-04-24,0,-1,Compare interest exist population production child with.
145,Stacey Coleman,150,F,Jefferyfort,Turkmenistan,5384989678846188,"50637 Brooks Drives Suite 454, Lake Jasonview, AR 73663",2021-10-10,2022-03-12,Churned,2,Occasional Shopper,Kellytown,Paid Ads,2022-11-08,Rarely,ComfortTable,Furniture,Table,-48,2023-06-25,-1,5,Good support national.
146,Leah Cervantes,2,M,East Logan,Guyana,2710098040072671,"7917 Nelson Cliffs Suite 174, East Teresa, MO 35942",2021-12-12,2022-05-22,Churned,9,Frequent Shopper,Jasonburgh,Referral,2023-01-15,Rarely,FreshVegetables,Grocery,Vegetables,-84,2020-11-29,8,0,Pretty field tonight serve attack.
147,Joseph Palmer,150,F,East Evantown,Poland,2279516299521539,"8532 King Green Suite 363, Lake Melanie, MI 44778",2021-11-23,2023-08-04,Active,4,Occasional Shopper,East Evelynhaven,Referral,2023-08-19,Monthly,PantsFits,Clothing,Pants,-92,2021-02-14,9,6,Generation now whom difficult.
148,Joshua Boyle,1,F,East Joannemouth,Guadeloupe,2247473096439631,"PSC 3094, Box 2124, APO AA 36175",2021-12-31,2022-10-08,Churned,10,Frequent Shopper,West Emilyborough,Paid Ads,2022-11-27,Yearly,LaptopPro,Electronics,Laptop,176,2021-08-13,-2,-1,Memory list wonder a into see.
149,Jason Figueroa,26,M,Nathanberg,Tajikistan,2242484963074604,"6606 Samantha Causeway, North Jameschester, IA 89475",2023-01-20,2023-06-16,Active,11,High Value,Wisestad,Paid Ads,2023-07-12,Yearly,TableDeluxe,Furniture,Table,-77,2022-10-26,-5,-1,Receive realize hair prevent thousand time material expert.
150,Gail Hansen,150,M,West Jennifer,Botswana,2225138462571749,"1990 Lewis Ferry, North Deborahborough, NM 54501",2023-01-13,2023-04-29,Churned,13,High Value,New Michaelbury,Paid Ads,2023-05-24,Yearly,ChairGuide,Furniture,Chair,279,2020-09-29,1,6,Politics watch time name ability report.
151,Connor Singleton,-3,F,North Jeremychester,Haiti,2269243716693526,"5592 Patricia Plaza, Lake Alexisstad, AR 30619",2022-07-03,2022-08-14,Churned,2,Occasional Shopper,Mauriceburgh,Paid Ads,2023-03-22,Rarely,Non-fictionTales,Books,Non-fiction,753,2020-11-26,7,6,Style assume protect outside land yet believe.
152,Micheal Colon,150,M,Russellberg,Netherlands Antilles,2710075714409223,"383 James Meadows, Amandaton, MH 23641",2022-10-18,2023-05-03,Churned,3,Occasional Shopper,New Kathleen,Paid Ads,2023-05-22,Yearly,TableDeluxe,Furniture,Table,-69,2023-06-04,-1,5,Box realize enter especially most do.
153,Michael Sparks,0,M,Donaldton,Croatia,5480883519611229,"143 Manuel Meadows, Lake Karenfort, WA 06760",2022-01-06,2022-06-10,Churned,2,Occasional Shopper,West Calebchester,Organic Search,2023-05-31,Rarely,MegaLaptop,Electronics,Laptop,-81,2022-02-17,0,0,Or sister son everything onto serious thousand.
154,Anthony Ponce,150,F,West Samuelbury,Tokelau,2705981199714796,"PSC 1003, Box 6587, APO AE 33096",2023-01-29,2023-03-01,Churned,1,Occasional Shopper,Bradleyport,Organic Search,2023-08-13,Yearly,BeveragesBurst,Grocery,Beverages,805,2023-06-14,3,4,Cell discover design choice.
155,Spencer Potter,5,M,Kelleychester,Guinea,2271963284035406,"71603 Daniel Port Apt. 860, Lake Tannertown, AK 28974",2021-11-17,2023-01-04,Churned,13,High Value,Hannamouth,Paid Ads,2023-04-29,Yearly,ProShirt,Clothing,Shirt,-16,2022-06-18,-1,2,Response entire certain nation yard stop them.
